"County Economic Status in the United States, Fiscal Year 2024",,,,,,,,,,,,,,
Appalachian Regional Commission,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,Absolute Data Values,,,Indicator Index Values,,,,,,
31061,Nebraska,Franklin,,Transitional,2.9,"50,673",18.1,51.4,100.9,99.1,143.4,98.0,"1,023",2
31063,Nebraska,Frontier,,Competitive,2.6,"42,333",8.9,45.5,84.3,118.7,70.3,78.1,362,1
31065,Nebraska,Furnas,,Competitive,2.4,"41,987",9.1,43.1,83.6,119.6,72.3,78.3,373,1
31067,Nebraska,Gage,,Transitional,3.3,"40,413",13.8,58.1,80.5,124.3,109.3,97.2,987,2
31069,Nebraska,Garden,,Competitive,2.8,"37,107",6.9,49.5,73.9,135.4,54.5,79.8,410,1
31071,Nebraska,Garfield,,Competitive,2.2,"37,294",10.8,39.0,74.2,134.7,85.1,86.3,599,1
31073,Nebraska,Gosper,,Attainment,2.2,"51,311",5.0,39.5,102.2,97.9,39.7,59.0,48,1
31075,Nebraska,Grant,,Transitional,2.0,"41,152",15.8,34.9,81.9,122.1,124.7,93.9,854,2
31077,Nebraska,Greeley,,Competitive,2.6,"50,671",13.5,45.5,100.9,99.1,107.1,83.9,514,1
31079,Nebraska,Hall,,Transitional,4.0,"39,275",11.9,70.5,78.2,127.9,94.5,97.6,"1,005",2
31081,Nebraska,Hamilton,,Attainment,2.9,"52,873",2.6,51.3,105.3,95.0,20.4,55.6,28,1
31083,Nebraska,Harlan,,Attainment,2.5,"49,017",7.3,43.8,97.6,102.5,58.1,68.1,135,1
31085,Nebraska,Hayes,,Attainment,2.0,"75,585",13.0,35.7,150.5,66.5,103.1,68.4,142,1
31087,Nebraska,Hitchcock,,Competitive,3.0,"40,760",10.5,52.6,81.1,123.2,83.3,86.4,603,1
31089,Nebraska,Holt,,Attainment,2.2,"49,892",8.6,39.5,99.3,100.7,68.3,69.5,160,1
31091,Nebraska,Hooker,,Competitive,2.4,"32,458",8.6,41.8,64.6,154.8,67.9,88.2,652,1
31093,Nebraska,Howard,,Attainment,3.3,"43,006",6.4,58.4,85.6,116.8,50.5,75.2,279,1
31095,Nebraska,Jefferson,,Competitive,2.4,"40,806",10.7,42.0,81.2,123.1,84.3,83.1,489,1
31097,Nebraska,Johnson,,Competitive,3.4,"31,079",6.7,59.6,61.9,161.6,53.0,91.4,763,1
31099,Nebraska,Kearney,,Attainment,2.4,"57,182",9.2,42.0,113.8,87.8,73.1,67.7,126,1
31101,Nebraska,Keith,,Transitional,2.8,"37,481",13.0,49.2,74.6,134.0,103.0,95.4,914,2
31103,Nebraska,Keya Paha,,Attainment,2.1,"47,722",6.1,37.8,95.0,105.3,48.5,63.9,89,1
31105,Nebraska,Kimball,,Transitional,2.9,"38,076",11.9,51.1,75.8,131.9,94.5,92.5,800,2
31107,Nebraska,Knox,,Competitive,2.7,"41,429",10.2,46.8,82.5,121.2,81.0,83.0,484,1
31109,Nebraska,Lancaster,,Competitive,3.1,"45,917",12.0,54.8,91.4,109.4,95.1,86.4,605,1
31111,Nebraska,Lincoln,,Competitive,3.2,"42,533",11.0,55.7,84.7,118.1,87.0,86.9,613,1
31113,Nebraska,Logan,,Attainment,2.4,"45,003",8.6,42.0,89.6,111.6,67.7,73.8,246,1
31115,Nebraska,Loup,,Attainment,3.1,"52,060",6.2,54.4,103.6,96.5,48.8,66.6,109,1
31117,Nebraska,McPherson,,Attainment,2.2,"49,673",8.0,38.5,98.9,101.1,63.3,67.7,124,1
31119,Nebraska,Madison,,Competitive,3.0,"46,919",12.0,52.2,93.4,107.1,95.4,84.9,552,1
31121,Nebraska,Merrick,,Competitive,3.1,"42,108",11.1,55.0,83.8,119.3,87.5,87.3,626,1
31123,Nebraska,Morrill,,Attainment,2.9,"49,925",7.5,51.6,99.4,100.6,59.0,70.4,175,1
31125,Nebraska,Nance,,Transitional,2.7,"39,469",12.9,47.6,78.6,127.3,101.8,92.2,784,2
31127,Nebraska,Nemaha,,Transitional,3.1,"42,549",13.7,54.8,84.7,118.1,108.5,93.8,849,2
31129,Nebraska,Nuckolls,,Attainment,2.4,"49,868",6.2,42.3,99.3,100.7,49.3,64.1,90,1
31131,Nebraska,Otoe,,Competitive,3.0,"49,787",12.2,52.5,99.1,100.9,96.3,83.2,493,1
31133,Nebraska,Pawnee,,Transitional,2.4,"43,949",16.8,42.8,87.5,114.3,133.0,96.7,964,2
31135,Nebraska,Perkins,,Attainment,1.8,"72,732",7.9,31.6,144.8,69.1,62.8,54.5,21,1
31137,Nebraska,Phelps,,Competitive,2.4,"48,057",12.2,42.7,95.7,104.5,96.3,81.2,435,1
31139,Nebraska,Pierce,,Attainment,2.7,"55,918",9.4,46.7,111.3,89.8,74.8,70.4,176,1
31141,Nebraska,Platte,,Attainment,2.9,"44,415",7.2,50.9,88.4,113.1,57.3,73.7,244,1
31143,Nebraska,Polk,,Attainment,2.5,"51,258",6.8,44.5,102.0,98.0,53.9,65.5,100,1
31145,Nebraska,Red Willow,,Competitive,2.6,"38,789",11.4,46.1,77.2,129.5,90.3,88.7,669,1
31147,Nebraska,Richardson,,Competitive,2.9,"43,369",11.1,51.2,86.3,115.8,88.0,85.0,557,1
31149,Nebraska,Rock,,Attainment,2.1,"63,049",9.9,37.7,125.5,79.7,78.5,65.3,99,1
31151,Nebraska,Saline,,Transitional,3.0,"39,296",12.8,53.3,78.2,127.8,101.1,94.1,860,2
31153,Nebraska,Sarpy,,Attainment,3.1,"48,233",5.6,54.4,96.0,104.1,44.0,67.5,121,1
31155,Nebraska,Saunders,,Attainment,2.9,"49,808",6.6,50.2,99.2,100.8,52.5,67.9,129,1
31157,Nebraska,Scotts Bluff,,Transitional,3.5,"36,487",12.0,61.7,72.6,137.7,94.7,98.0,"1,026",2
31159,Nebraska,Seward,,Attainment,3.1,"46,583",7.1,55.2,92.7,107.8,56.0,73.0,230,1
31161,Nebraska,Sheridan,,Competitive,2.3,"43,843",12.9,40.4,87.3,114.6,102.1,85.7,576,1
31163,Nebraska,Sherman,,Competitive,2.8,"44,188",9.2,49.3,88.0,113.7,72.7,78.5,380,1
31165,Nebraska,Sioux,,Attainment,2.3,"62,728",10.2,40.0,124.9,80.1,80.6,66.9,112,1
31167,Nebraska,Stanton,,Attainment,2.6,"50,446",6.5,46.3,100.4,99.6,51.8,65.9,103,1
31169,Nebraska,Thayer,,Attainment,2.3,"46,186",9.2,41.2,91.9,108.8,72.5,74.2,257,1
31171,Nebraska,Thomas,,Attainment,3.4,"46,092",7.3,60.0,91.8,109.0,57.8,75.6,286,1
31173,Nebraska,Thurston,,Transitional,4.3,"42,121",20.5,75.7,83.9,119.3,162.5,119.1,"1,762",3
31175,Nebraska,Valley,,Attainment,2.7,"46,457",9.1,47.5,92.5,108.1,72.2,75.9,300,1
31177,Nebraska,Washington,,Attainment,2.9,"53,428",7.4,51.5,106.4,94.0,58.5,68.0,133,1
31179,Nebraska,Wayne,,Competitive,2.4,"41,139",12.8,42.8,81.9,122.1,101.2,88.7,670,1
31181,Nebraska,Webster,,Competitive,3.1,"40,752",8.6,53.7,81.1,123.3,68.1,81.7,447,1
31183,Nebraska,Wheeler,,Attainment,1.9,"71,162",12.5,33.0,141.7,70.6,99.1,67.6,123,1
31185,Nebraska,York,,Attainment,2.6,"44,451",8.2,46.2,88.5,113.0,64.5,74.6,263,1
32001,Nevada,Churchill,,Transitional,4.3,"38,838",10.0,75.4,77.3,129.3,78.9,94.5,876,2
32003,Nevada,Clark,,Transitional,9.3,"44,675",13.6,163.7,88.9,112.4,107.7,127.9,"2,050",3
32005,Nevada,Douglas,,Attainment,5.8,"71,202",7.0,102.2,141.7,70.5,55.6,76.1,304,1
32007,Nevada,Elko,,Transitional,4.1,"42,740",11.6,71.8,85.1,117.5,91.5,93.6,841,2
32009,Nevada,Esmeralda,,Transitional,4.2,"37,837",13.4,74.3,75.3,132.8,105.7,104.3,"1,240",2
32011,Nevada,Eureka,,Transitional,2.8,"39,157",18.3,50.0,78.0,128.3,145.2,107.8,"1,353",2
32013,Nevada,Humboldt,,Transitional,3.8,"41,721",13.4,66.7,83.1,120.4,106.1,97.7,"1,013",2
32015,Nevada,Lander,,Competitive,3.9,"60,125",10.9,68.6,119.7,83.5,86.6,79.6,403,1
32017,Nevada,Lincoln,,Competitive,4.1,"37,025",5.6,72.8,73.7,135.7,44.3,84.3,532,1
32019,Nevada,Lyon,,Transitional,6.3,"34,208",9.6,111.5,68.1,146.8,76.1,111.5,"1,488",2
32021,Nevada,Mineral,,Transitional,4.5,"28,409",19.6,79.7,56.6,176.8,155.0,137.2,"2,332",3
32023,Nevada,Nye,,At-Risk,7.2,"25,412",15.6,126.8,50.6,197.7,123.3,149.2,"2,609",4
32027,Nevada,Pershing,,Transitional,4.1,"27,945",9.1,72.7,55.6,179.8,72.4,108.3,"1,374",2
32029,Nevada,Storey,,Competitive,5.6,"64,301",12.0,99.4,128.0,78.1,95.2,90.9,744,1
32031,Nevada,Washoe,,Competitive,5.2,"58,951",10.9,92.3,117.4,85.2,86.6,88.0,648,1
32033,Nevada,White Pine,,Competitive,3.4,"40,570",11.1,60.4,80.8,123.8,88.2,90.8,737,1
32510,Nevada,Carson City,,Transitional,5.8,"44,474",10.0,102.1,88.5,112.9,79.3,98.1,"1,034",2
33001,New Hampshire,Belknap,,Competitive,4.4,"56,561",8.0,77.7,112.6,88.8,63.4,76.6,317,1
33003,New Hampshire,Carroll,,Competitive,4.7,"53,017",7.8,82.5,105.5,94.7,61.8,79.7,408,1
33005,New Hampshire,Cheshire,,Competitive,4.2,"50,629",9.8,74.5,100.8,99.2,77.4,83.7,507,1
33007,New Hampshire,Coos,,Transitional,5.2,"32,476",10.9,91.4,64.7,154.7,86.6,110.9,"1,461",2
33009,New Hampshire,Grafton,,Attainment,3.8,"60,855",9.4,67.0,121.2,82.5,74.4,74.7,265,1
33011,New Hampshire,Hillsborough,,Attainment,4.4,"59,843",7.2,78.1,119.1,83.9,56.7,72.9,223,1
33013,New Hampshire,Merrimack,,Attainment,3.8,"54,044",7.0,66.7,107.6,92.9,55.1,71.6,195,1
33015,New Hampshire,Rockingham,,Attainment,4.4,"76,647",4.9,78.2,152.6,65.5,38.8,60.8,62,1
33017,New Hampshire,Strafford,,Competitive,4.0,"49,282",9.2,70.3,98.1,101.9,72.6,81.6,445,1
33019,New Hampshire,Sullivan,,Competitive,3.7,"48,151",12.5,65.2,95.9,104.3,98.6,89.4,688,1
34001,New Jersey,Atlantic,,At-Risk,10.4,"40,884",14.0,184.0,81.4,122.9,110.9,139.2,"2,385",4
34003,New Jersey,Bergen,,Attainment,6.0,"84,555",6.6,105.7,168.3,59.4,52.1,72.4,214,1
34005,New Jersey,Burlington,,Competitive,5.4,"55,664",6.2,95.8,110.8,90.2,49.4,78.5,378,1
34007,New Jersey,Camden,,Transitional,6.8,"45,349",12.3,119.4,90.3,110.8,97.0,109.1,"1,396",2
34009,New Jersey,Cape May,,Transitional,9.7,"51,742",9.3,171.3,103.0,97.1,73.6,114.0,"1,569",3
34011,New Jersey,Cumberland,,At-Risk,7.8,"30,360",15.7,136.5,60.4,165.5,124.1,142.0,"2,450",4
34013,New Jersey,Essex,,Transitional,7.9,"58,812",15.3,138.3,117.1,85.4,120.9,114.9,"1,599",3
34015,New Jersey,Gloucester,,Competitive,6.1,"48,824",7.2,108.3,97.2,102.9,56.8,89.3,685,1
34017,New Jersey,Hudson,,Transitional,6.7,"58,610",14.4,118.3,116.7,85.7,113.8,105.9,"1,310",2
34019,New Jersey,Hunterdon,,Attainment,4.7,"87,922",3.7,82.5,175.0,57.1,29.4,56.4,31,1
34021,New Jersey,Mercer,,Competitive,5.1,"63,963",11.4,90.4,127.3,78.5,90.2,86.4,602,1
34023,New Jersey,Middlesex,,Competitive,5.7,"57,670",8.4,100.7,114.8,87.1,66.3,84.7,539,1
34025,New Jersey,Monmouth,,Attainment,5.7,"78,101",6.5,100.3,155.5,64.3,51.8,72.1,208,1
34027,New Jersey,Morris,,Attainment,5.0,"95,968",5.0,88.6,191.1,52.3,39.6,60.2,59,1
34029,New Jersey,Ocean,,Transitional,6.2,"44,411",10.5,109.0,88.4,113.1,82.9,101.7,"1,162",2
34031,New Jersey,Passaic,,Transitional,8.2,"43,591",14.6,144.8,86.8,115.2,115.4,125.1,"1,963",3
34033,New Jersey,Salem,,Transitional,7.1,"40,061",13.0,124.4,79.8,125.4,103.3,117.7,"1,697",3
34035,New Jersey,Somerset,,Attainment,5.1,"102,687",5.1,90.2,204.4,48.9,40.5,59.9,57,1
34037,New Jersey,Sussex,,Competitive,6.1,"57,534",5.1,107.0,114.5,87.3,40.5,78.3,371,1
34039,New Jersey,Union,,Competitive,6.6,"63,587",8.6,115.8,126.6,79.0,67.8,87.5,633,1
34041,New Jersey,Warren,,Competitive,5.6,"48,686",7.8,99.1,96.9,103.2,61.6,88.0,646,1
35001,New Mexico,Bernalillo,,Transitional,6.1,"39,096",16.1,108.2,77.8,128.5,127.4,121.4,"1,846",3
35003,New Mexico,Catron,,Distressed,6.6,"20,492",22.4,115.6,40.8,245.1,177.7,179.5,"2,965",4
35005,New Mexico,Chaves,,At-Risk,6.6,"28,682",21.2,116.5,57.1,175.1,168.2,153.3,"2,683",4
35006,New Mexico,Cibola,,Distressed,8.2,"18,682",27.9,144.0,37.2,268.9,220.6,211.1,"3,066",4
35007,New Mexico,Colfax,,At-Risk,5.8,"28,379",19.6,102.1,56.5,177.0,155.5,144.9,"2,528",4
35009,New Mexico,Curry,,Transitional,4.8,"36,182",19.5,84.6,72.0,138.8,154.4,125.9,"1,985",3
35011,New Mexico,De Baca,,Transitional,4.6,"33,528",17.7,81.8,66.7,149.8,140.3,124.0,"1,926",3
35013,New Mexico,Dona Ana,,At-Risk,6.8,"29,152",23.2,119.7,58.0,172.3,183.6,158.6,"2,767",4
35015,New Mexico,Eddy,,Transitional,5.3,"48,768",14.7,94.1,97.1,103.0,116.4,104.5,"1,249",2
35017,New Mexico,Grant,,At-Risk,6.9,"27,125",22.1,121.2,54.0,185.2,174.7,160.3,"2,793",4
35019,New Mexico,Guadalupe,,At-Risk,6.3,"23,646",18.7,110.7,47.1,212.4,148.3,157.1,"2,747",4
35021,New Mexico,Harding,,Transitional,4.4,"32,055",14.6,76.7,63.8,156.7,115.9,116.4,"1,642",3
35023,New Mexico,Hidalgo,,At-Risk,5.1,"30,075",22.1,89.7,59.9,167.0,175.2,144.0,"2,506",4
35025,New Mexico,Lea,,At-Risk,8.0,"35,311",16.8,140.3,70.3,142.3,132.6,138.4,"2,362",4
35027,New Mexico,Lincoln,,Transitional,6.9,"29,172",12.6,121.6,58.1,172.2,100.1,131.3,"2,145",3
35028,New Mexico,Los Alamos,,Attainment,3.3,"72,432",4.2,57.7,144.2,69.3,33.3,53.4,17,1
35029,New Mexico,Luna,,Distressed,14.4,"19,380",26.3,253.1,38.6,259.2,208.0,240.1,"3,098",4
35031,New Mexico,McKinley,,Distressed,8.9,"18,343",34.0,156.2,36.5,273.8,269.5,233.2,"3,092",4
35033,New Mexico,Mora,,At-Risk,6.7,"27,963",19.8,118.0,55.7,179.6,157.0,151.5,"2,649",4
35035,New Mexico,Otero,,At-Risk,6.6,"27,198",18.9,115.9,54.1,184.7,149.9,150.2,"2,624",4
35037,New Mexico,Quay,,Distressed,6.5,"22,727",25.5,114.4,45.2,221.0,202.0,179.1,"2,961",4
35039,New Mexico,Rio Arriba,,Distressed,6.7,"23,696",22.3,118.6,47.2,212.0,176.5,169.0,"2,882",4
35041,New Mexico,Roosevelt,,At-Risk,5.3,"29,683",22.8,94.1,59.1,169.2,180.2,147.8,"2,578",4
35043,New Mexico,Sandoval,,Transitional,6.5,"38,347",10.3,115.2,76.3,131.0,81.4,109.2,"1,400",2
35045,New Mexico,San Juan,,Distressed,7.8,"27,036",23.5,136.9,53.8,185.8,186.0,169.5,"2,888",4
35047,New Mexico,San Miguel,,Distressed,7.0,"22,342",24.9,123.5,44.5,224.8,196.8,181.7,"2,977",4
35049,New Mexico,Santa Fe,,Transitional,6.0,"54,450",12.3,105.9,108.4,92.3,97.0,98.4,"1,046",2
35051,New Mexico,Sierra,,Distressed,8.0,"23,634",25.0,140.3,47.1,212.5,197.7,183.5,"2,988",4
35053,New Mexico,Socorro,,Distressed,6.3,"23,797",32.3,111.6,47.4,211.1,255.4,192.7,"3,022",4
35055,New Mexico,Taos,,At-Risk,8.7,"26,592",15.3,152.9,52.9,188.9,120.9,154.2,"2,702",4
35057,New Mexico,Torrance,,Distressed,7.9,"22,989",23.9,139.7,45.8,218.5,189.2,182.5,"2,982",4
35059,New Mexico,Union,,At-Risk,4.2,"25,350",18.2,73.6,50.5,198.2,144.2,138.6,"2,367",4
35061,New Mexico,Valencia,,At-Risk,6.7,"27,018",16.7,117.9,53.8,185.9,131.9,145.2,"2,536",4
36001,New York,Albany,,Competitive,4.9,"55,811",11.7,86.7,111.1,90.0,92.7,89.8,700,1
36003,New York,Allegany,ARC,At-Risk,6.0,"27,285",16.3,105.6,54.3,184.1,128.9,139.5,"2,392",4
36005,New York,Bronx,,Distressed,11.6,"26,891",26.5,204.4,53.5,186.8,209.8,200.3,"3,041",4
36007,New York,Broome,ARC,Transitional,6.0,"34,951",18.7,106.1,69.6,143.7,148.4,132.7,"2,203",3
36009,New York,Cattaraugus,ARC,At-Risk,6.4,"30,033",17.3,113.0,59.8,167.3,136.7,139.0,"2,375",4
36011,New York,Cayuga,,Transitional,5.5,"36,107",13.5,96.3,71.9,139.1,106.7,114.0,"1,572",3
36013,New York,Chautauqua,ARC,At-Risk,6.2,"30,285",17.3,109.1,60.3,165.9,137.2,137.4,"2,337",4
36015,New York,Chemung,ARC,Transitional,5.9,"35,399",14.5,103.8,70.5,141.9,114.6,120.1,"1,804",3
36017,New York,Chenango,ARC,Transitional,5.1,"33,976",12.2,89.9,67.6,147.8,96.6,111.5,"1,486",2
36019,New York,Clinton,,Transitional,5.5,"34,600",12.7,96.6,68.9,145.2,100.6,114.1,"1,575",3
36021,New York,Columbia,,Competitive,4.3,"48,986",9.7,75.2,97.5,102.5,76.8,84.8,549,1
36023,New York,Cortland,ARC,Transitional,5.8,"33,833",12.8,102.4,67.4,148.5,101.1,117.3,"1,682",3
36025,New York,Delaware,ARC,Transitional,5.4,"32,295",15.4,94.4,64.3,155.5,122.3,124.1,"1,928",3
36027,New York,Dutchess,,Competitive,5.1,"52,747",8.8,89.2,105.0,95.2,69.8,84.8,543,1
36029,New York,Erie,,Transitional,6.2,"42,058",13.8,109.5,83.7,119.4,109.1,112.7,"1,525",2
36031,New York,Essex,,Transitional,5.7,"37,379",9.5,100.2,74.4,134.4,75.3,103.3,"1,213",2
36033,New York,Franklin,,Transitional,5.8,"32,442",18.4,102.2,64.6,154.8,145.7,134.2,"2,242",3
36035,New York,Fulton,,Transitional,6.2,"33,748",14.8,109.2,67.2,148.8,116.8,125.0,"1,956",3
36037,New York,Genesee,,Transitional,5.0,"35,774",10.4,88.4,71.2,140.4,82.5,103.8,"1,224",2
36039,New York,Greene,,Transitional,5.7,"40,011",10.2,101.0,79.7,125.5,81.0,102.5,"1,188",2
36041,New York,Hamilton,,Transitional,6.0,"37,962",9.7,104.8,75.6,132.3,76.8,104.7,"1,257",2
36043,New York,Herkimer,,Transitional,6.1,"34,701",13.0,107.8,69.1,144.8,103.1,118.6,"1,742",3
36045,New York,Jefferson,,Transitional,6.3,"38,739",13.1,110.2,77.1,129.7,103.9,114.6,"1,589",3
36047,New York,Kings,,At-Risk,8.8,"43,626",18.8,155.3,86.8,115.1,148.8,139.8,"2,397",4
36049,New York,Lewis,,Transitional,5.9,"39,909",11.9,104.5,79.5,125.9,94.4,108.3,"1,372",2
36051,New York,Livingston,,Transitional,5.1,"37,489",11.5,89.2,74.6,134.0,91.2,104.8,"1,264",2
36053,New York,Madison,,Transitional,5.5,"40,302",9.0,96.1,80.2,124.6,71.1,97.3,992,2
36055,New York,Monroe,,Transitional,5.8,"44,178",13.7,101.7,87.9,113.7,108.1,107.8,"1,354",2
36057,New York,Montgomery,,Transitional,6.3,"31,016",16.7,111.3,61.7,162.0,132.5,135.2,"2,273",3
36059,New York,Nassau,,Attainment,5.2,"85,039",5.5,92.3,169.3,59.1,43.3,64.9,97,1
36061,New York,New York,,Competitive,6.8,"176,176",15.6,119.3,350.7,28.5,123.1,90.3,717,1
36063,New York,Niagara,,Transitional,6.8,"36,667",12.4,120.3,73.0,137.0,98.5,118.6,"1,743",3
36065,New York,Oneida,,Transitional,5.6,"36,710",14.5,99.5,73.1,136.8,114.8,117.0,"1,669",3
36067,New York,Onondaga,,Transitional,5.6,"45,795",13.8,97.9,91.2,109.7,109.4,105.7,"1,298",2
36069,New York,Ontario,,Competitive,5.0,"46,991",8.5,87.5,93.5,106.9,67.6,87.4,628,1
36071,New York,Orange,,Transitional,5.4,"44,979",11.7,95.5,89.5,111.7,92.7,100.0,"1,100",2
36073,New York,Orleans,,Transitional,5.9,"30,757",14.0,104.0,61.2,163.3,110.6,126.0,"1,987",3
36075,New York,Oswego,,Transitional,6.5,"32,666",16.4,113.6,65.0,153.8,130.2,132.5,"2,189",3
36077,New York,Otsego,ARC,Transitional,5.1,"37,654",12.4,90.4,75.0,133.4,98.0,107.3,"1,344",2
36079,New York,Putnam,,Attainment,5.0,"65,316",6.0,87.4,130.0,76.9,47.9,70.7,184,1
36081,New York,Queens,,Transitional,8.5,"40,080",11.4,149.0,79.8,125.3,90.4,121.6,"1,849",3
36083,New York,Rensselaer,,Transitional,4.9,"43,526",11.2,86.3,86.7,115.4,88.6,96.8,968,2
36085,New York,Richmond,,Transitional,7.6,"46,249",10.3,134.0,92.1,108.6,81.6,108.1,"1,362",2
36087,New York,Rockland,,Transitional,5.2,"54,299",14.9,90.8,108.1,92.5,117.9,100.4,"1,115",2
36089,New York,St. Lawrence,,Transitional,6.1,"30,155",17.1,107.6,60.0,166.6,135.4,136.5,"2,311",3
36091,New York,Saratoga,,Attainment,4.5,"62,730",6.4,79.0,124.9,80.1,50.5,69.9,168,1
36093,New York,Schenectady,,Transitional,5.4,"47,129",12.0,95.7,93.8,106.6,94.8,99.0,"1,070",2
36095,New York,Schoharie,ARC,Transitional,5.3,"36,340",12.1,92.9,72.3,138.2,95.5,108.9,"1,393",2
36097,New York,Schuyler,ARC,Transitional,5.9,"32,624",15.8,103.9,64.9,154.0,125.1,127.6,"2,038",3
36099,New York,Seneca,,Transitional,5.4,"32,079",11.9,94.7,63.9,156.6,94.1,115.1,"1,609",3
36101,New York,Steuben,ARC,Transitional,5.7,"37,983",12.8,101.0,75.6,132.2,101.0,111.4,"1,482",2
36103,New York,Suffolk,,Attainment,5.4,"66,137",6.6,94.9,131.7,75.9,52.4,74.4,261,1
36105,New York,Sullivan,,Transitional,5.7,"36,391",14.1,99.9,72.4,138.0,111.4,116.4,"1,646",3
36107,New York,Tioga,ARC,Transitional,5.3,"38,679",9.3,93.3,77.0,129.9,73.5,98.9,"1,061",2
36109,New York,Tompkins,ARC,Transitional,4.3,"40,443",16.8,76.5,80.5,124.2,133.4,111.4,"1,478",2
36111,New York,Ulster,,Transitional,5.3,"44,811",13.2,93.4,89.2,112.1,104.3,103.3,"1,210",2
36113,New York,Warren,,Competitive,5.8,"45,713",7.9,102.1,91.0,109.9,62.9,91.6,768,1
36115,New York,Washington,,Transitional,5.1,"33,917",11.9,90.2,67.5,148.1,94.1,110.8,"1,460",2
36117,New York,Wayne,,Transitional,5.1,"37,613",11.2,90.4,74.9,133.5,88.3,104.1,"1,234",2
36119,New York,Westchester,,Attainment,5.5,"105,387",8.2,96.2,209.8,47.7,65.0,69.6,162,1
36121,New York,Wyoming,,Transitional,5.3,"34,992",9.2,93.4,69.7,143.5,73.2,103.4,"1,217",2
36123,New York,Yates,,Transitional,4.5,"33,903",13.2,80.0,67.5,148.2,104.7,110.9,"1,463",2
37001,North Carolina,Alamance,,Transitional,5.2,"34,889",14.4,90.9,69.5,144.0,113.7,116.2,"1,635",3
37003,North Carolina,Alexander,ARC,Transitional,4.9,"31,584",11.5,86.5,62.9,159.0,91.4,112.3,"1,512",2
37005,North Carolina,Alleghany,ARC,At-Risk,5.4,"27,879",21.5,95.5,55.5,180.2,169.9,148.5,"2,592",4
37007,North Carolina,Anson,,At-Risk,5.9,"29,531",18.3,104.2,58.8,170.1,144.8,139.7,"2,394",4
37009,North Carolina,Ashe,ARC,Transitional,4.5,"27,389",14.0,79.9,54.5,183.4,110.5,124.6,"1,943",3
37011,North Carolina,Avery,ARC,Transitional,4.5,"28,304",13.3,80.1,56.3,177.5,105.2,120.9,"1,830",3
37013,North Carolina,Beaufort,,Transitional,5.1,"35,311",18.7,90.5,70.3,142.3,148.0,126.9,"2,019",3
37015,North Carolina,Bertie,,At-Risk,5.6,"28,776",24.0,97.9,57.3,174.6,190.4,154.3,"2,703",4
37017,North Carolina,Bladen,,At-Risk,5.8,"28,235",24.6,102.5,56.2,177.9,194.4,158.3,"2,764",4
37019,North Carolina,Brunswick,,Transitional,6.5,"36,950",10.2,115.2,73.6,135.9,80.9,110.7,"1,452",2
37021,North Carolina,Buncombe,ARC,Transitional,5.0,"44,097",10.9,88.7,87.8,113.9,86.2,96.3,948,2
37023,North Carolina,Burke,ARC,Transitional,5.0,"29,387",18.1,88.9,58.5,170.9,143.5,134.4,"2,248",3
37025,North Carolina,Cabarrus,,Transitional,4.9,"42,545",9.4,85.6,84.7,118.1,74.3,92.7,803,2
37027,North Carolina,Caldwell,ARC,Transitional,5.5,"28,042",13.4,97.0,55.8,179.1,106.1,127.4,"2,033",3
37029,North Carolina,Camden,,Competitive,4.3,"42,509",6.2,76.4,84.6,118.2,49.4,81.3,440,1
37031,North Carolina,Carteret,,Competitive,4.7,"43,910",9.7,83.4,87.4,114.4,77.1,91.6,769,1
37033,North Carolina,Caswell,,At-Risk,5.7,"26,004",17.1,100.8,51.8,193.2,135.5,143.2,"2,486",4
37035,North Carolina,Catawba,ARC,Transitional,5.3,"38,682",12.8,93.4,77.0,129.9,101.5,108.2,"1,371",2
37037,North Carolina,Chatham,,Competitive,4.0,"62,161",10.5,70.6,123.8,80.8,83.2,78.2,366,1
37039,North Carolina,Cherokee,ARC,At-Risk,5.7,"21,898",16.9,99.9,43.6,229.4,133.7,154.3,"2,705",4
37041,North Carolina,Chowan,,At-Risk,5.1,"32,840",22.0,90.3,65.4,153.0,173.9,139.0,"2,377",4
37043,North Carolina,Clay,ARC,Transitional,5.5,"24,899",14.2,97.0,49.6,201.7,112.2,137.0,"2,324",3
37045,North Carolina,Cleveland,ARC,At-Risk,5.6,"28,896",18.3,98.4,57.5,173.8,145.2,139.1,"2,379",4
37047,North Carolina,Columbus,,At-Risk,6.3,"25,935",21.0,111.2,51.6,193.7,166.5,157.1,"2,745",4
37049,North Carolina,Craven,,Transitional,5.0,"37,901",14.2,87.8,75.5,132.5,112.1,110.8,"1,459",2
37051,North Carolina,Cumberland,,At-Risk,7.0,"30,656",18.0,123.2,61.0,163.9,142.8,143.3,"2,487",4
37053,North Carolina,Currituck,,Competitive,4.5,"44,800",8.3,79.7,89.2,112.1,65.8,85.9,584,1
37055,North Carolina,Dare,,Competitive,6.7,"54,420",6.8,118.2,108.3,92.3,53.9,88.1,651,1
37057,North Carolina,Davidson,,Transitional,5.0,"33,608",14.5,87.7,66.9,149.5,114.9,117.4,"1,683",3
37059,North Carolina,Davie,ARC,Transitional,4.7,"42,861",12.6,82.8,85.3,117.2,99.5,99.8,"1,098",2
37061,North Carolina,Duplin,,Transitional,4.6,"35,433",18.2,80.6,70.5,141.8,143.8,122.0,"1,861",3
37063,North Carolina,Durham,,Transitional,4.5,"49,234",13.2,80.0,98.0,102.0,104.4,95.5,919,2
